Genome;ClinFreq;ActA;Agr;Ami;Auto;Bsh;ChitinaseA;ChitinaseB;ClpB;ClpC;ClpE;ClpP;CodY;CtaP;CtsR;Dal;DegU;DltA;FAM000450;FAM000548;FAM000549;FAM001910;FAM002113;FAM002114;FAM002292;FAM002293;FAM002725;FAM002728;FAM002729;FAM002769;FAM002770;FAM002772;FAM002828;FAM002925;FAM003164;FAM003292;FAM003293;FAM003294;FAM003296;FAM003297;FAM003298;FAM003299;FAM003315;FAM003316;FAM003317;FAM003318;FAM004136;FAM004137;FAM004138;FAM004139;FAM004150;FAM004151;FAM004152;FAM004153;FAM004154;FbpA;FlaA;FlgC;FlgE;Fri;Fur;GadA;GadB;GadC;GmaR;GtcA;Hfq;Hly;Hpt-uhpt;HtrA;IIsA;IIsB;IIsD;IIsG;IIsH;IIsP;IIsX;IIsY;Iap_P60;InlA;InlB;InlC;InlF;InlH;InlJ;Inlk;Lap;LapB;Lgt;LipA;LisK;LisR;Lmo1421BilE;LntA;LpeA;LplA1;Lsp;MogR;Mpl;Mprf;MurA-NC_003210.1:c2605155-2603863;NamA-NC_003210.1:c2546503-2545487;OatA;OppA;OrfX;OrfZ;PerR;PgdA;Pgl;PlcA;PlcB;PrfA;PrsA2;PycA;RecA;RelA;RsbY;SecA;SigB;SipX;SipZ;Sod;SortaseA;SortaseB;Stp;SvpA;TcsA;Tig;Vip;VirR;VirRbis;btlB;hupC;lmo0514;lmo0610;lmo2026;lmo2085;rpsU
GCA_004456195.1_PDT000385483.1;70,00;96,24;100,00;100,00;47,88;98,16;99,70;98,94;99,89;100,00;100,00;100,00;98,08;99,43;100,00;95,66;100,00;99,80;96,04;100,00;99,06;100,00;100,00;99,72;99,50;87,32;NaN;NaN;NaN;NaN;NaN;NaN;48,47;43,75;76,47;NaN;NaN;56,25;NaN;NaN;NaN;NaN;39,29;30,19;49,30;44,60;33,87;NaN;NaN;26,53;NaN;39,68;31,65;43,55;NaN;97,37;100,00;100,00;100,00;100,00;100,00;70,72;99,36;100,00;98,43;100,00;100,00;100,00;100,00;99,74;NaN;NaN;NaN;34,43;NaN;NaN;NaN;NaN;100,00;94,17;97,62;100,00;61,22;94,81;87,16;97,62;99,83;97,93;99,64;99,67;99,79;100,00;99,09;94,66;98,71;100,00;40,15;98,69;99,61;100,00;100,00;96,45;99,76;100,00;97,20;100,00;100,00;100,00;99,71;99,37;99,66;100,00;99,63;99,83;99,43;99,58;100,00;99,76;100,00;100,00;97,79;100,00;99,55;96,36;98,69;99,40;98,88;100,00;83,57;100,00;99,22;100,00;99,62;95,53;100,00;69,52;99,47;100,00
GCA_004456275.1_PDT000387170.1;51,46;98,36;99,59;98,53;47,88;98,16;100,00;99,85;99,65;100,00;100,00;100,00;100,00;99,81;100,00;99,19;100,00;100,00;NaN;100,00;99,06;100,00;100,00;100,00;99,13;85,92;95,65;96,88;98,00;NaN;NaN;NaN;42,33;44,93;39,02;NaN;NaN;62,50;99,04;91,11;100,00;97,28;39,29;30,69;49,30;36,71;35,48;NaN;NaN;39,77;NaN;39,68;NaN;NaN;NaN;99,48;100,00;100,00;100,00;100,00;100,00;100,00;99,57;99,57;98,59;100,00;100,00;99,62;99,29;100,00;NaN;NaN;NaN;31,46;NaN;NaN;NaN;NaN;100,00;98,77;98,89;100,00;80,16;96,68;93,90;99,21;99,83;98,50;100,00;99,67;100,00;100,00;99,70;89,32;99,36;99,29;40,15;99,67;99,61;100,00;100,00;96,75;99,76;100,00;97,20;100,00;100,00;99,55;99,71;99,37;99,66;100,00;99,63;100,00;99,43;98,88;100,00;99,88;100,00;98,94;97,79;99,51;99,55;96,36;99,67;99,40;98,88;100,00;83,93;100,00;21,69;96,08;98,86;96,89;99,80;98,81;99,29;100,00
GCA_004456325.1_PDT000387183.1;36,78;95,71;99,59;97,54;47,88;98,16;100,00;98,63;99,89;100,00;100,00;99,50;100,00;99,81;100,00;98,65;100,00;100,00;100,00;100,00;99,06;100,00;100,00;100,00;99,50;99,30;NaN;NaN;NaN;NaN;NaN;NaN;42,33;43,75;39,02;NaN;NaN;NaN;83,64;NaN;NaN;NaN;39,29;30,69;49,30;40,51;35,48;NaN;NaN;26,53;NaN;39,68;31,65;46,15;NaN;99,30;100,00;100,00;99,52;100,00;100,00;100,00;99,15;99,57;98,75;100,00;100,00;100,00;99,53;100,00;NaN;NaN;NaN;30,00;NaN;NaN;NaN;NaN;100,00;99,85;99,84;99,66;79,76;98,13;97,13;99,80;99,83;95,74;99,28;99,67;100,00;100,00;99,09;99,51;99,36;99,53;40,15;98,69;99,61;100,00;100,00;96,75;99,76;100,00;97,20;100,00;100,00;100,00;99,42;97,80;99,66;100,00;99,63;100,00;99,43;99,86;99,13;100,00;100,00;100,00;97,79;99,51;100,00;95,95;98,69;99,70;98,60;100,00;NaN;100,00;99,22;100,00;98,49;96,69;99,61;99,01;99,29;100,00
GCA_004456355.1_PDT000387172.1;33,33;98,57;100,00;98,89;47,88;97,85;99,70;99,70;99,77;100,00;99,59;99,50;100,00;99,81;100,00;99,46;100,00;100,00;NaN;100,00;99,06;100,00;100,00;99,72;99,50;99,30;95,17;96,88;96,67;NaN;NaN;NaN;42,33;44,93;40,24;NaN;NaN;62,50;91,43;84,32;99,11;97,28;39,29;30,19;49,30;40,51;35,48;NaN;NaN;42,75;NaN;39,68;NaN;NaN;NaN;99,48;100,00;100,00;99,76;100,00;100,00;100,00;99,15;99,57;98,59;100,00;100,00;100,00;96,93;100,00;NaN;NaN;NaN;37,93;NaN;43,33;NaN;NaN;100,00;95,40;98,57;100,00;79,55;97,72;96,59;99,21;99,83;95,51;99,64;99,67;100,00;100,00;100,00;91,75;100,00;96,93;40,15;99,02;99,80;100,00;100,00;96,75;99,76;100,00;97,20;99,35;100,00;100,00;99,42;98,74;99,66;100,00;99,63;100,00;99,43;99,72;100,00;100,00;100,00;100,00;97,79;99,51;99,55;96,36;99,02;100,00;98,60;100,00;NaN;100,00;21,69;99,51;98,86;96,69;100,00;59,64;99,11;100,00
GCA_004456375.1_PDT000387186.1;88,37;92,48;96,71;92,99;90,86;99,08;99,08;99,55;97,92;99,75;97,99;100,00;100,00;100,00;99,35;96,75;100,00;97,46;91,18;92,31;98,11;86,67;100,00;100,00;99,38;87,32;100,00;99,55;100,00;100,00;100,00;100,00;100,00;99,44;97,96;NaN;NaN;NaN;NaN;NaN;NaN;NaN;39,29;30,69;49,30;40,51;33,33;NaN;NaN;26,53;NaN;39,68;NaN;NaN;NaN;97,90;99,65;100,00;99,76;100,00;98,68;70,50;97,86;98,71;99,69;82,19;100,00;99,43;97,40;100,00;100,00;97,95;100,00;100,00;100,00;99,44;100,00;100,00;93,85;91,10;81,43;96,63;99,04;94,19;99,76;91,68;100,00;95,38;90,25;97,66;100,00;94,71;99,09;93,69;98,07;97,40;40,15;99,35;95,70;99,42;99,45;91,42;99,52;99,81;92,52;98,70;99,33;97,73;98,27;97,80;95,52;100,00;98,89;99,65;100,00;99,45;100,00;100,00;99,62;98,94;97,24;98,52;100,00;99,19;99,35;97,28;99,72;100,00;99,29;100,00;90,82;95,59;98,49;97,66;85,38;69,52;93,78;100,00
GCA_004456515.1_PDT000391521.1;33,33;95,17;96,71;93,86;40,48;99,39;98,78;99,55;97,92;99,75;97,09;100,00;100,00;100,00;99,35;96,75;100,00;97,46;90,20;92,31;98,11;86,67;99,69;100,00;99,38;88,03;100,00;99,16;100,00;NaN;NaN;NaN;99,15;44,44;56,73;NaN;NaN;NaN;NaN;NaN;NaN;NaN;40,00;30,69;46,84;40,51;100,00;100,00;96,75;96,47;NaN;39,68;NaN;NaN;NaN;98,07;99,65;100,00;99,76;100,00;98,68;70,50;97,86;98,50;99,53;100,00;100,00;99,43;97,40;100,00;91,84;97,95;99,32;97,97;99,60;98,77;100,00;100,00;93,85;90,34;86,83;96,63;91,26;94,40;96,74;91,49;100,00;95,60;90,61;97,66;100,00;95,15;99,09;93,20;98,07;97,40;40,15;99,35;95,89;99,42;99,45;92,01;99,52;99,81;92,52;98,05;99,33;97,73;97,70;97,80;95,52;100,00;98,89;99,65;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,03;100,00;99,59;99,35;97,28;99,72;100,00;99,64;100,00;91,60;94,61;98,49;97,85;85,57;70,00;93,78;100,00
GCA_004456555.1_PDT000388777.1;23,14;92,48;96,71;98,76;47,03;100,00;98,78;99,55;97,92;99,75;97,99;100,00;100,00;100,00;99,35;96,75;100,00;97,26;96,08;92,31;98,11;86,67;100,00;100,00;99,38;88,03;100,00;99,55;100,00;NaN;NaN;NaN;99,03;44,50;97,96;NaN;NaN;NaN;NaN;NaN;NaN;NaN;39,29;30,69;49,30;40,51;33,33;NaN;NaN;42,19;NaN;39,68;NaN;NaN;NaN;97,90;99,65;100,00;99,76;100,00;99,34;100,00;97,86;98,93;99,69;100,00;100,00;99,43;97,16;100,00;NaN;NaN;NaN;34,43;NaN;NaN;NaN;NaN;93,85;90,18;89,01;95,62;98,47;93,57;100,00;90,89;100,00;95,27;90,25;97,66;100,00;95,15;99,09;84,30;98,07;97,16;40,15;99,35;95,89;99,42;99,45;92,01;99,52;99,81;92,52;98,70;99,33;97,73;97,70;97,80;95,86;100,00;98,89;99,65;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,52;100,00;99,59;99,35;97,28;99,72;100,00;99,64;100,00;90,09;95,59;98,49;97,85;85,57;70,00;93,78;100,00
GCA_004456615.1_PDT000388935.1;36,78;95,71;99,59;97,54;47,88;98,16;100,00;98,63;99,89;100,00;100,00;99,50;100,00;99,81;100,00;98,65;100,00;100,00;100,00;100,00;99,06;100,00;100,00;100,00;99,50;99,30;NaN;NaN;NaN;NaN;NaN;NaN;42,33;43,75;39,02;NaN;NaN;NaN;83,64;NaN;NaN;NaN;39,29;30,69;49,30;40,51;35,48;NaN;NaN;39,77;NaN;39,68;31,65;43,55;NaN;99,30;100,00;100,00;99,52;100,00;100,00;100,00;99,15;99,57;98,75;100,00;100,00;100,00;99,53;100,00;NaN;NaN;NaN;30,12;NaN;NaN;NaN;NaN;100,00;99,85;99,84;99,66;79,76;98,13;97,13;99,80;99,83;95,74;99,28;99,67;100,00;100,00;99,09;99,51;99,36;99,53;40,15;98,69;99,61;100,00;100,00;96,75;99,76;100,00;97,20;100,00;100,00;100,00;99,42;97,80;99,66;100,00;99,63;100,00;99,43;99,86;99,13;100,00;100,00;100,00;97,79;99,51;100,00;95,95;98,69;99,70;98,60;100,00;NaN;100,00;99,22;100,00;98,49;96,69;99,61;99,01;99,29;100,00
GCA_004456655.1_PDT000391520.1;33,33;95,09;96,71;93,86;46,61;99,39;98,78;99,55;97,92;99,75;97,09;100,00;100,00;100,00;99,35;96,75;100,00;97,46;90,20;92,31;98,11;86,67;99,69;100,00;99,38;88,03;100,00;99,55;100,00;NaN;NaN;NaN;99,15;44,44;56,73;NaN;NaN;NaN;NaN;NaN;NaN;NaN;40,00;30,69;46,84;40,51;100,00;100,00;97,44;96,47;NaN;39,68;NaN;NaN;NaN;98,07;99,65;100,00;99,76;100,00;98,68;70,50;97,86;98,50;99,53;100,00;100,00;99,43;97,40;100,00;91,84;97,95;99,32;97,97;99,60;99,10;100,00;100,00;93,85;90,34;86,83;96,63;91,26;94,40;96,74;91,49;100,00;95,60;90,61;97,66;100,00;95,15;99,09;93,20;98,07;97,40;40,15;99,35;95,89;99,42;99,45;92,01;99,52;99,81;92,52;98,05;99,33;97,73;97,70;97,80;95,52;100,00;98,89;99,65;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,03;100,00;99,59;99,35;97,28;99,72;100,00;99,64;100,00;91,60;94,61;98,49;97,85;85,57;70,00;93,78;100,00
GCA_004456695.1_PDT000391519.1;33,33;95,09;96,71;93,86;40,48;99,39;98,78;99,55;97,92;99,75;97,09;100,00;100,00;100,00;99,35;96,75;100,00;97,46;90,20;92,31;98,11;86,67;99,69;100,00;99,38;88,03;100,00;99,55;100,00;NaN;NaN;NaN;99,15;44,44;56,73;NaN;NaN;NaN;NaN;NaN;NaN;NaN;40,00;30,69;49,30;40,51;100,00;100,00;97,44;96,47;NaN;39,68;NaN;NaN;NaN;98,07;99,65;100,00;99,76;100,00;98,68;70,50;97,86;98,50;99,53;100,00;100,00;99,43;97,40;100,00;91,84;97,95;99,32;97,97;99,60;98,89;100,00;100,00;93,85;90,34;86,83;96,63;91,26;94,40;96,74;91,49;100,00;95,60;90,61;97,66;100,00;95,15;99,09;93,20;98,07;97,40;40,15;99,35;95,89;99,42;99,45;92,01;99,52;99,81;92,52;98,05;99,33;97,73;97,70;97,80;95,52;100,00;98,89;99,65;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,03;100,00;99,59;99,35;97,28;99,72;100,00;99,64;100,00;91,60;94,61;98,49;97,85;85,57;70,00;93,78;100,00
GCA_004456765.1_PDT000388868.1;88,37;92,48;96,71;92,99;90,86;99,08;99,08;99,55;97,92;99,75;97,99;100,00;100,00;100,00;99,35;96,75;100,00;97,46;91,18;92,31;98,11;86,67;100,00;100,00;99,38;87,32;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;97,96;NaN;NaN;NaN;NaN;NaN;NaN;NaN;39,29;30,69;46,84;40,51;33,33;NaN;NaN;26,53;NaN;39,68;NaN;NaN;NaN;97,90;99,65;100,00;99,76;100,00;98,68;70,50;97,86;98,50;99,69;82,19;100,00;99,43;97,40;100,00;100,00;97,95;100,00;100,00;100,00;98,60;100,00;100,00;93,85;91,10;81,43;96,63;99,04;94,19;99,76;91,68;100,00;95,38;90,25;97,66;100,00;94,71;99,09;93,69;98,07;97,40;40,15;99,35;95,70;99,42;99,45;91,42;99,51;99,81;92,52;98,70;99,33;97,73;98,27;97,80;95,52;100,00;98,89;99,65;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,52;100,00;99,19;99,35;97,28;99,72;100,00;99,29;100,00;91,28;95,59;98,49;97,66;85,38;69,52;93,96;100,00
GCA_004456795.1_PDT000391617.1;95,36;95,09;96,71;92,99;90,86;98,77;99,08;99,70;97,81;99,75;97,24;100,00;100,00;100,00;99,35;96,75;100,00;97,46;91,18;92,31;98,11;86,67;100,00;100,00;99,38;86,62;100,00;100,00;100,00;NaN;NaN;NaN;99,64;100,00;48,00;NaN;NaN;NaN;98,10;NaN;NaN;NaN;39,29;30,69;49,30;44,60;100,00;100,00;98,08;96,80;NaN;39,68;NaN;NaN;NaN;98,07;99,65;100,00;99,76;100,00;99,34;70,50;97,86;98,93;99,53;82,19;100,00;99,43;97,16;100,00;100,00;97,26;100,00;100,00;97,98;98,89;97,14;90,49;93,85;90,80;82,06;96,63;98,85;93,98;98,00;91,49;100,00;95,60;90,25;97,32;100,00;95,15;99,09;93,69;98,39;97,16;40,15;99,35;95,50;99,42;99,45;92,01;99,52;99,81;92,52;98,70;99,33;97,73;98,27;97,48;95,86;100,00;98,89;99,65;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,52;100,00;99,59;99,35;97,28;100,00;100,00;99,64;100,00;92,12;95,10;98,49;97,85;85,57;69,52;93,43;100,00
GCA_004457055.1_PDT000389932.1;23,14;92,16;96,71;96,40;47,03;100,00;98,78;99,41;97,92;99,63;97,99;100,00;100,00;100,00;99,35;96,75;100,00;97,26;97,06;92,31;98,11;86,67;100,00;100,00;99,38;87,32;100,00;99,55;100,00;NaN;NaN;NaN;99,03;44,50;97,96;NaN;NaN;NaN;NaN;NaN;NaN;NaN;39,29;30,69;49,30;43,24;33,33;NaN;NaN;26,53;NaN;39,68;NaN;NaN;NaN;98,07;99,65;100,00;99,76;100,00;99,34;100,00;97,86;98,93;99,69;100,00;100,00;99,43;97,16;100,00;NaN;NaN;NaN;36,21;NaN;NaN;NaN;NaN;93,85;90,34;87,14;95,96;98,47;93,57;100,00;91,29;100,00;95,38;90,25;97,66;100,00;95,15;99,09;84,88;98,39;97,16;40,15;99,35;95,89;99,42;99,45;91,72;99,52;99,81;92,52;98,70;99,33;97,73;97,70;97,80;95,86;100,00;98,89;99,65;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,52;100,00;99,59;99,35;97,28;99,72;100,00;99,64;100,00;93,24;95,59;98,49;97,85;85,57;70,00;93,78;100,00
GCA_004457175.1_PDT000389858.1;83,08;95,71;100,00;99,63;47,88;98,16;100,00;99,85;99,77;100,00;100,00;99,50;98,85;100,00;100,00;99,19;100,00;100,00;100,00;100,00;99,06;100,00;100,00;100,00;99,50;100,00;NaN;NaN;NaN;43,86;NaN;NaN;42,33;43,75;40,24;98,11;95,86;97,09;99,04;91,11;100,00;97,28;39,29;30,19;49,30;40,51;35,48;NaN;NaN;26,53;NaN;39,68;NaN;NaN;NaN;99,65;100,00;100,00;99,76;100,00;100,00;70,50;99,36;99,36;98,75;100,00;100,00;100,00;99,29;100,00;NaN;NaN;NaN;29,21;NaN;43,33;NaN;NaN;100,00;94,17;98,73;100,00;80,57;97,72;96,95;98,02;99,83;91,02;99,64;99,67;100,00;100,00;99,70;96,60;100,00;99,29;40,15;99,02;99,61;100,00;100,00;96,75;99,76;100,00;97,20;100,00;100,00;100,00;99,71;98,74;99,66;100,00;99,63;100,00;99,43;99,86;100,00;99,88;100,00;100,00;97,79;99,51;99,55;96,36;99,02;99,40;98,88;100,00;NaN;100,00;99,41;99,51;99,62;96,69;99,61;98,61;99,47;100,00
GCA_004457215.1_PDT000390694.1;68,75;94,89;96,71;96,85;47,03;99,69;99,08;99,70;97,92;99,75;97,99;100,00;100,00;100,00;99,35;96,75;100,00;97,46;93,07;92,31;98,11;86,67;99,69;100,00;99,25;88,03;99,52;99,55;100,00;NaN;NaN;NaN;99,27;44,50;97,96;NaN;NaN;NaN;NaN;NaN;NaN;NaN;99,42;99,56;99,20;98,38;100,00;100,00;96,80;94,87;NaN;39,68;NaN;NaN;NaN;98,07;99,65;99,27;99,52;100,00;99,34;70,50;97,86;98,93;99,69;100,00;100,00;99,43;97,40;100,00;NaN;NaN;NaN;37,93;NaN;NaN;NaN;NaN;93,85;90,64;87,14;96,30;99,24;94,19;96,59;91,29;100,00;95,38;89,17;97,66;100,00;95,15;99,09;84,88;98,39;97,40;40,15;99,02;95,89;99,42;99,45;92,01;99,52;99,81;92,52;98,70;99,33;97,73;98,27;97,48;95,86;100,00;98,89;99,56;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,52;100,00;99,59;99,02;97,28;100,00;100,00;99,64;100,00;91,21;95,59;98,49;97,85;85,57;70,00;93,78;100,00
GCA_004457265.1_PDT000390561.1;95,12;92,48;96,71;92,99;90,86;98,77;99,08;99,70;97,92;99,75;97,24;100,00;100,00;100,00;99,35;96,75;100,00;97,07;93,14;92,31;98,11;86,67;100,00;100,00;99,25;88,03;100,00;99,55;100,00;NaN;NaN;NaN;99,15;100,00;97,96;100,00;100,00;100,00;100,00;99,61;100,00;100,00;100,00;99,56;100,00;98,38;33,33;NaN;NaN;26,53;NaN;39,68;NaN;NaN;NaN;97,90;99,65;100,00;99,76;100,00;99,34;70,50;97,86;98,93;99,69;82,19;100,00;99,43;97,40;100,00;100,00;97,60;100,00;99,66;97,98;99,44;95,24;90,16;93,08;91,10;81,27;95,96;100,00;94,19;98,70;91,29;100,00;95,38;90,25;97,66;100,00;95,15;99,09;93,20;98,39;97,40;40,15;99,35;95,70;99,42;99,45;91,72;99,52;99,81;92,52;98,70;99,33;97,73;98,27;97,80;95,52;100,00;98,89;99,65;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,52;100,00;99,19;99,35;97,28;100,00;100,00;99,64;100,00;91,38;95,10;98,49;97,85;85,57;70,00;93,96;100,00
GCA_004457695.1_PDT000391513.1;33,33;95,09;96,71;93,86;46,61;99,39;98,78;99,55;97,92;99,75;97,09;100,00;100,00;100,00;99,35;96,75;100,00;97,46;90,20;92,31;98,11;86,67;99,69;100,00;99,38;88,03;100,00;99,55;100,00;NaN;NaN;NaN;99,15;44,44;56,73;NaN;NaN;NaN;NaN;NaN;NaN;NaN;40,00;30,69;49,30;40,51;100,00;100,00;97,44;96,47;NaN;39,68;NaN;NaN;NaN;98,07;99,65;100,00;99,76;100,00;98,68;70,50;97,86;98,50;99,53;100,00;100,00;99,43;97,40;100,00;91,84;97,95;99,32;97,97;99,60;98,89;100,00;100,00;93,85;90,34;86,83;96,63;91,26;94,40;96,74;91,49;100,00;95,60;90,61;97,66;100,00;95,15;99,09;93,20;98,07;97,40;40,15;99,35;95,89;99,42;99,45;92,01;99,52;99,81;92,52;98,05;99,33;97,73;97,70;97,80;95,52;100,00;98,89;99,65;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,03;100,00;99,59;99,35;97,28;99,72;100,00;99,64;100,00;91,60;94,61;98,49;97,85;85,57;70,00;93,78;100,00
GCA_004457735.1_PDT000392396.1;84,31;95,09;96,71;92,99;90,86;99,08;99,08;99,70;97,92;99,75;97,99;100,00;100,00;100,00;99,35;96,75;100,00;97,46;94,06;92,31;98,11;86,67;100,00;100,00;99,38;87,32;100,00;99,55;100,00;NaN;NaN;NaN;99,64;100,00;48,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;99,42;99,78;99,20;98,38;100,00;100,00;98,08;96,80;NaN;39,15;NaN;NaN;NaN;98,07;99,65;100,00;99,76;100,00;99,34;70,50;97,86;98,93;99,53;82,19;100,00;99,43;97,40;100,00;NaN;NaN;NaN;31,33;NaN;NaN;NaN;NaN;93,85;90,64;80,16;95,96;91,37;94,40;99,53;91,49;100,00;95,60;90,61;97,66;100,00;95,15;99,09;93,20;98,07;97,40;40,15;99,35;95,70;99,42;99,45;91,72;99,52;99,81;92,52;98,05;99,33;97,73;97,70;97,80;95,86;100,00;98,89;99,65;100,00;99,45;100,00;99,76;99,62;98,94;97,24;98,03;100,00;99,59;99,35;97,28;100,00;100,00;99,29;100,00;91,89;95,59;98,49;97,85;85,57;69,52;93,61;100,00
GCA_004457825.1_PDT000394097.1;68,75;94,89;96,71;96,85;40,48;99,69;99,08;99,70;97,92;99,75;97,99;100,00;100,00;100,00;99,35;96,75;100,00;97,46;93,07;92,31;98,11;86,67;99,69;100,00;99,25;88,03;99,52;99,55;100,00;NaN;NaN;NaN;99,27;44,50;97,96;NaN;NaN;NaN;NaN;NaN;NaN;NaN;99,42;99,56;99,20;98,38;100,00;100,00;96,32;94,87;NaN;39,68;NaN;NaN;NaN;98,07;99,65;99,27;99,52;100,00;99,34;70,50;97,86;98,93;99,69;100,00;100,00;99,43;97,40;100,00;NaN;NaN;NaN;28,95;NaN;NaN;NaN;NaN;93,85;90,64;87,14;96,30;99,24;94,19;96,59;91,29;100,00;95,38;89,17;97,66;100,00;95,15;99,09;84,88;98,39;97,40;40,15;99,02;95,89;99,42;99,45;92,01;99,52;99,81;92,52;98,70;99,33;97,73;98,27;97,48;95,86;100,00;98,89;99,56;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,52;100,00;99,59;99,02;97,28;100,00;100,00;99,64;100,00;92,12;95,59;98,49;97,85;85,57;70,00;93,78;100,00
GCA_004457845.1_PDT000393813.1;83,33;98,57;99,59;98,65;47,88;98,16;100,00;99,39;99,89;100,00;100,00;100,00;100,00;99,62;100,00;98,92;100,00;100,00;100,00;100,00;99,06;100,00;100,00;100,00;99,25;99,30;94,69;95,09;96,67;NaN;NaN;NaN;42,33;44,93;39,02;98,11;98,62;99,03;85,71;82,54;99,11;100,00;39,29;30,19;45,57;40,51;35,48;NaN;NaN;26,53;NaN;39,68;NaN;NaN;NaN;99,65;100,00;96,32;99,76;100,00;100,00;70,28;98,93;99,36;98,59;100,00;100,00;99,81;99,76;100,00;NaN;NaN;NaN;29,21;NaN;43,33;NaN;NaN;100,00;94,94;98,25;100,00;79,96;97,72;97,13;99,21;99,83;92,47;99,28;99,67;100,00;100,00;99,09;88,84;98,39;99,76;40,15;97,71;99,61;100,00;100,00;98,52;99,76;100,00;97,20;100,00;100,00;100,00;99,71;97,48;99,66;100,00;99,63;100,00;99,43;99,30;100,00;99,88;100,00;99,47;97,79;99,51;99,55;96,36;97,71;99,40;98,88;100,00;84,29;100,00;98,83;100,00;99,62;96,69;99,61;50,78;99,29;100,00
GCA_004457885.1_PDT000394121.1;95,36;95,00;96,71;92,99;90,86;98,77;99,08;99,70;97,92;99,75;97,24;100,00;100,00;100,00;99,35;96,75;100,00;97,46;91,18;92,31;98,11;86,67;100,00;100,00;99,38;87,32;100,00;100,00;100,00;NaN;NaN;NaN;99,64;100,00;48,00;NaN;NaN;NaN;98,10;NaN;NaN;NaN;39,29;30,69;49,30;44,60;100,00;100,00;98,08;96,80;NaN;39,68;NaN;NaN;NaN;98,07;99,65;100,00;99,76;100,00;99,34;70,50;97,86;98,93;99,53;82,19;100,00;99,43;97,16;100,00;100,00;97,26;100,00;100,00;97,98;98,73;97,14;93,45;93,85;90,80;82,06;96,63;98,85;93,98;98,00;91,68;100,00;95,60;90,25;97,66;100,00;95,15;99,09;93,69;98,39;97,16;40,15;99,35;95,50;99,42;99,45;92,01;99,52;99,81;92,52;98,70;99,33;97,73;98,27;97,48;95,86;100,00;98,89;99,65;100,00;99,45;100,00;99,88;99,62;98,94;97,24;98,52;100,00;99,59;99,35;97,28;100,00;100,00;99,64;100,00;92,12;95,10;98,49;97,85;85,57;69,52;93,43;100,00
GCA_004457925.1_PDT000394098.1;75,76;94,87;100,00;98,28;47,88;98,16;100,00;99,70;100,00;100,00;99,59;100,00;100,00;99,81;100,00;98,92;100,00;100,00;NaN;100,00;98,11;100,00;100,00;99,72;99,63;100,00;NaN;NaN;NaN;NaN;NaN;NaN;42,33;43,75;39,02;98,11;97,24;96,12;99,04;91,11;100,00;97,28;39,29;30,69;49,30;44,60;35,48;NaN;NaN;39,77;NaN;39,68;NaN;NaN;NaN;99,65;100,00;100,00;99,76;100,00;100,00;100,00;99,15;99,79;98,59;100,00;100,00;100,00;100,00;100,00;NaN;NaN;NaN;30,34;NaN;NaN;NaN;NaN;98,80;97,85;97,94;100,00;79,96;97,93;96,77;99,21;99,83;95,97;99,28;99,67;100,00;100,00;99,09;95,63;98,39;100,00;40,15;97,71;99,61;100,00;100,00;96,15;99,76;100,00;96,26;100,00;100,00;100,00;99,71;97,71;99,31;100,00;99,63;100,00;99,43;99,72;100,00;99,88;100,00;99,47;97,79;99,51;99,55;96,36;97,71;99,70;98,88;100,00;NaN;100,00;21,69;100,00;98,48;96,78;99,41;98,61;100,00;100,00
GCA_004458005.1_PDT000403152.1;57,89;100,00;100,00;99,41;47,88;98,16;100,00;99,41;100,00;100,00;100,00;100,00;98,08;100,00;100,00;100,00;100,00;100,00;90,20;100,00;99,06;100,00;100,00;100,00;99,63;100,00;NaN;NaN;NaN;NaN;NaN;NaN;42,33;43,75;40,24;NaN;NaN;NaN;NaN;NaN;NaN;NaN;39,29;30,19;49,30;40,51;35,48;NaN;NaN;26,53;NaN;39,68;NaN;NaN;NaN;99,65;100,00;100,00;100,00;100,00;100,00;100,00;99,36;100,00;98,59;100,00;100,00;100,00;99,76;100,00;NaN;NaN;NaN;28,95;NaN;NaN;NaN;NaN;100,00;100,00;100,00;100,00;80,37;96,06;96,95;100,00;99,83;95,51;99,64;99,67;100,00;100,00;99,69;99,51;100,00;99,76;40,15;100,00;100,00;100,00;100,00;96,75;99,52;100,00;100,00;100,00;100,00;100,00;99,42;100,00;100,00;100,00;100,00;99,91;99,43;100,00;100,00;100,00;100,00;98,94;97,79;100,00;99,55;95,95;100,00;100,00;98,88;100,00;NaN;100,00;99,61;100,00;100,00;99,84;100,00;99,15;100,00;100,00
